epoch,discriminator_loss,generator_loss,val_discriminator_loss,val_generator_loss
0,0.48837193846702576,1.7189033031463623,NA,NA
1,0.5695871114730835,1.3416107892990112,NA,NA
2,0.5908375382423401,1.0049422979354858,NA,NA
3,0.6128884553909302,1.0646779537200928,NA,NA
4,0.6525981426239014,0.8555413484573364,NA,NA
5,0.6463517546653748,1.0084526538848877,NA,NA
6,0.6164669394493103,1.1111806631088257,NA,NA
7,0.6736308336257935,0.8687758445739746,NA,NA
8,0.6665379405021667,1.4424328804016113,NA,NA
9,0.6555655598640442,1.0009688138961792,NA,NA
10,0.6778453588485718,0.9929664134979248,NA,NA
11,0.6453455686569214,0.9327313899993896,NA,NA
12,0.6337979435920715,0.9217997789382935,NA,NA
13,0.6468401551246643,0.9494038224220276,NA,NA
14,0.6299045085906982,0.9174140691757202,NA,NA
15,0.6150226593017578,0.6802303791046143,NA,NA
16,0.630744218826294,0.7754080295562744,NA,NA
17,0.6367097496986389,0.9006702899932861,NA,NA
18,0.6048598885536194,0.9819668531417847,NA,NA
19,0.6020239591598511,0.94866943359375,NA,NA
20,0.588119387626648,0.8135987520217896,NA,NA
21,0.615682065486908,1.1919862031936646,NA,NA
22,0.5818866491317749,1.0601056814193726,NA,NA
23,0.5734236240386963,1.172751545906067,NA,NA
24,0.483955979347229,1.4268654584884644,NA,NA
25,0.5032252669334412,1.436645746231079,NA,NA
26,0.5029107928276062,2.040470838546753,NA,NA
27,0.43147599697113037,1.5272183418273926,NA,NA
28,0.4758073389530182,1.939931035041809,NA,NA
29,0.4104825258255005,1.832043170928955,NA,NA
30,0.4327225089073181,1.8604052066802979,NA,NA
31,0.4098506569862366,1.6819548606872559,NA,NA
32,0.31264835596084595,1.9029316902160645,NA,NA
33,0.4326072633266449,1.4863601922988892,NA,NA
34,0.3535911738872528,2.6130807399749756,NA,NA
35,0.35306107997894287,2.4234399795532227,NA,NA
36,0.3062556982040405,1.7395458221435547,NA,NA
37,0.3756309449672699,4.008172988891602,NA,NA
38,0.35122621059417725,3.8613083362579346,NA,NA
39,0.34409016370773315,2.249593496322632,NA,NA
40,0.2587224841117859,2.3528127670288086,NA,NA
41,0.4911101162433624,2.846703052520752,NA,NA
42,0.33902427554130554,3.046955108642578,NA,NA
43,0.3470802903175354,2.9194765090942383,NA,NA
44,0.2953451871871948,2.816936492919922,NA,NA
45,0.38454532623291016,1.7622922658920288,NA,NA
46,0.2600109279155731,1.6121214628219604,NA,NA
47,0.3766185939311981,1.5753204822540283,NA,NA
48,0.2828483581542969,2.4293127059936523,NA,NA
49,0.2163332998752594,2.8527517318725586,NA,NA
50,0.4278680086135864,1.9311103820800781,NA,NA
51,0.2535789906978607,2.0729403495788574,NA,NA
52,0.3427342474460602,2.7005534172058105,NA,NA
53,0.2930275797843933,2.9344587326049805,NA,NA
54,0.26467251777648926,3.1684484481811523,NA,NA
55,0.21537750959396362,2.240705966949463,NA,NA
56,0.2094949185848236,3.5453624725341797,NA,NA
57,0.22602581977844238,2.428338050842285,NA,NA
58,0.20721706748008728,3.1111435890197754,NA,NA
59,0.43209540843963623,2.777097225189209,NA,NA
60,0.23318582773208618,2.457364082336426,NA,NA
61,0.20908626914024353,2.331758499145508,NA,NA
62,0.2379905730485916,2.6344664096832275,NA,NA
63,0.22115297615528107,2.7691969871520996,NA,NA
64,0.3021745979785919,3.6207659244537354,NA,NA
65,0.3389975428581238,2.7918572425842285,NA,NA
66,0.19516123831272125,3.507767677307129,NA,NA
67,0.22043536603450775,2.80600643157959,NA,NA
68,0.3447720408439636,3.342132568359375,NA,NA
69,0.17583824694156647,3.900036334991455,NA,NA
70,0.23840339481830597,4.3977508544921875,NA,NA
71,0.1253500133752823,4.049140453338623,NA,NA
72,0.11193292587995529,4.06036901473999,NA,NA
73,0.20907238125801086,4.128643989562988,NA,NA
74,0.2606726884841919,3.878138542175293,NA,NA
75,0.11230918765068054,3.677102565765381,NA,NA
76,0.17748047411441803,4.440494537353516,NA,NA
77,0.13265453279018402,3.684412956237793,NA,NA
78,0.18680506944656372,4.676243782043457,NA,NA
79,0.11993134021759033,3.687680721282959,NA,NA
80,0.7030551433563232,7.91886043548584,NA,NA
81,0.13421419262886047,4.571677207946777,NA,NA
82,0.13634830713272095,4.046419620513916,NA,NA
83,0.16783925890922546,3.5446083545684814,NA,NA
84,0.11878644675016403,4.677006721496582,NA,NA
85,0.2279062718153,5.857921600341797,NA,NA
86,0.2743307948112488,3.749939441680908,NA,NA
87,0.08937349915504456,3.7214388847351074,NA,NA
88,0.10516969859600067,4.385036468505859,NA,NA
89,0.13518229126930237,2.596390724182129,NA,NA
90,0.18690456449985504,4.595014572143555,NA,NA
91,0.0942789688706398,3.735623836517334,NA,NA
92,0.1362045407295227,4.483582019805908,NA,NA
93,0.37155622243881226,4.203155517578125,NA,NA
94,0.04087706655263901,4.474634647369385,NA,NA
95,0.09493902325630188,4.466832160949707,NA,NA
96,0.07745437324047089,3.6641242504119873,NA,NA
97,0.09904135018587112,3.9773006439208984,NA,NA
98,0.12788739800453186,4.052680969238281,NA,NA
99,0.4024377167224884,4.878149032592773,NA,NA
100,0.05770663172006607,5.305207252502441,NA,NA
101,0.18266278505325317,3.137768268585205,NA,NA
102,0.09926365315914154,5.518250942230225,NA,NA
103,0.1655825525522232,5.622797012329102,NA,NA
104,0.03584202378988266,4.920101642608643,NA,NA
105,0.045723091810941696,5.219311714172363,NA,NA
106,0.0818585604429245,5.997620582580566,NA,NA
107,0.08263817429542542,6.233747959136963,NA,NA
108,0.1190008595585823,5.34946870803833,NA,NA
109,0.14085173606872559,4.540329933166504,NA,NA
110,0.08171243965625763,6.4365997314453125,NA,NA
111,0.03618661314249039,5.970880031585693,NA,NA
112,0.05324311554431915,5.026565074920654,NA,NA
113,0.0413697175681591,5.5335493087768555,NA,NA
114,0.18959665298461914,5.999292373657227,NA,NA
115,0.051835570484399796,6.308370590209961,NA,NA
116,0.04652559757232666,6.331486701965332,NA,NA
117,0.03394363820552826,5.359334468841553,NA,NA
118,0.020530283451080322,5.962183952331543,NA,NA
119,0.05091877281665802,5.812084197998047,NA,NA
120,0.06859438866376877,5.778794288635254,NA,NA
121,0.030748384073376656,6.221529960632324,NA,NA
122,0.07437372207641602,5.253086090087891,NA,NA
123,0.030644461512565613,5.014639854431152,NA,NA
124,0.06946220248937607,5.67057466506958,NA,NA
125,0.017621034756302834,6.407986640930176,NA,NA
126,0.052009813487529755,6.2357330322265625,NA,NA
127,0.14932644367218018,6.613201141357422,NA,NA
128,0.029771968722343445,6.612445831298828,NA,NA
129,0.03608942776918411,6.4220290184021,NA,NA
130,0.02852761000394821,5.844354629516602,NA,NA
131,0.13275644183158875,8.471473693847656,NA,NA
132,0.10397124290466309,5.490511894226074,NA,NA
133,0.05384436994791031,6.05753231048584,NA,NA
134,0.043250542134046555,5.063331604003906,NA,NA
135,0.027386752888560295,5.3946332931518555,NA,NA
136,0.08537022769451141,5.161591529846191,NA,NA
137,0.0432409904897213,6.521162986755371,NA,NA
138,0.0359380766749382,6.280904769897461,NA,NA
139,0.03256382793188095,6.852382183074951,NA,NA
140,0.03369469568133354,7.918386459350586,NA,NA
141,0.03331584110856056,6.010827541351318,NA,NA
142,0.1462235003709793,7.981167793273926,NA,NA
143,0.07128298282623291,6.102973937988281,NA,NA
144,0.08717852085828781,5.597149848937988,NA,NA
145,0.1254279613494873,9.070180892944336,NA,NA
146,0.0362873375415802,6.266569137573242,NA,NA
147,0.08163976669311523,5.4460554122924805,NA,NA
148,0.047521352767944336,5.811530113220215,NA,NA
149,0.019054589793086052,6.505222320556641,NA,NA
150,0.06025969982147217,7.7948503494262695,NA,NA
151,0.01768629066646099,7.371379852294922,NA,NA
152,0.039743807166814804,6.229330539703369,NA,NA
153,0.06110519543290138,6.379260063171387,NA,NA
154,0.032391879707574844,7.053788185119629,NA,NA
155,0.03348991274833679,7.287007808685303,NA,NA
156,0.03426999971270561,7.8958563804626465,NA,NA
157,0.015309040434658527,5.9448652267456055,NA,NA
158,0.09868641197681427,7.840173721313477,NA,NA
159,0.09853026270866394,6.976812362670898,NA,NA
160,0.06865979731082916,7.29395866394043,NA,NA
161,0.013761173002421856,6.609526634216309,NA,NA
162,0.0420309454202652,6.579390525817871,NA,NA
163,0.0439712293446064,5.866373062133789,NA,NA
164,0.06943329423666,10.471630096435547,NA,NA
165,0.02740732952952385,8.384084701538086,NA,NA
166,0.1089610904455185,9.289681434631348,NA,NA
167,0.008629890158772469,6.254671096801758,NA,NA
168,0.06589684635400772,8.667609214782715,NA,NA
169,0.014082837849855423,7.89047908782959,NA,NA
170,0.18157075345516205,7.444486141204834,NA,NA
171,0.02092956006526947,7.604672431945801,NA,NA
172,0.2032659947872162,5.329921722412109,NA,NA
173,0.15454885363578796,4.918219566345215,NA,NA
174,0.12429507076740265,5.793177604675293,NA,NA
175,0.08093485981225967,5.2761430740356445,NA,NA
176,0.04707036912441254,5.826593399047852,NA,NA
177,0.048401858657598495,5.352948188781738,NA,NA
178,0.04465455561876297,7.034673690795898,NA,NA
179,0.025035224854946136,7.161839485168457,NA,NA
180,0.034605443477630615,6.3180623054504395,NA,NA
181,0.1667286455631256,8.191949844360352,NA,NA
182,0.0452411025762558,5.949357986450195,NA,NA
183,0.13629615306854248,7.546370506286621,NA,NA
184,0.0098787946626544,6.205049991607666,NA,NA
185,0.7309941053390503,10.980714797973633,NA,NA
186,0.14719505608081818,7.713051795959473,NA,NA
187,0.1220225915312767,7.0182085037231445,NA,NA
188,0.1558709591627121,8.455720901489258,NA,NA
189,0.05992646515369415,5.667793273925781,NA,NA
190,0.1530880630016327,5.345668792724609,NA,NA
191,0.07888394594192505,3.8180716037750244,NA,NA
192,0.10383418202400208,4.729318618774414,NA,NA
193,0.08676645159721375,4.413330078125,NA,NA
194,0.0561356395483017,4.448220252990723,NA,NA
195,0.07541815936565399,4.151188850402832,NA,NA
196,0.05937769636511803,5.335900783538818,NA,NA
197,0.05571333318948746,5.7093706130981445,NA,NA
198,0.18493622541427612,7.794585227966309,NA,NA
199,0.14735886454582214,4.080843925476074,NA,NA
200,0.11066053062677383,3.341254711151123,NA,NA
201,0.19063635170459747,3.7167444229125977,NA,NA
202,0.12232724577188492,4.392934322357178,NA,NA
203,0.07634510099887848,4.42725944519043,NA,NA
204,0.666196346282959,13.650720596313477,NA,NA
205,0.05657702684402466,5.413443088531494,NA,NA
206,0.052708692848682404,4.291378021240234,NA,NA
207,0.08700031787157059,4.948129177093506,NA,NA
208,0.06148885563015938,4.926989555358887,NA,NA
209,0.059263382107019424,5.1310553550720215,NA,NA
210,0.01800503581762314,5.2659525871276855,NA,NA
211,0.012337894178926945,7.50523567199707,NA,NA
212,0.03004688397049904,6.371548652648926,NA,NA
213,0.031542543321847916,6.165592670440674,NA,NA
214,0.06786447763442993,6.399985313415527,NA,NA
215,0.052512358874082565,5.080177307128906,NA,NA
216,0.056528329849243164,5.02658224105835,NA,NA
217,0.07742931693792343,3.8789548873901367,NA,NA
218,0.053011488169431686,5.527830600738525,NA,NA
219,0.03145339712500572,5.308131694793701,NA,NA
220,0.031953442841768265,6.632823467254639,NA,NA
221,0.03723255544900894,5.281511306762695,NA,NA
222,0.014768610708415508,6.811739444732666,NA,NA
223,0.01627599447965622,8.375772476196289,NA,NA
224,0.009160012938082218,8.87466049194336,NA,NA
225,0.013125387951731682,7.522100448608398,NA,NA
226,0.028970297425985336,6.274123191833496,NA,NA
227,0.1163899302482605,9.51186752319336,NA,NA
